read	barcode	distance
read2548	barcode2548	7
read2549	barcode2549	6
read2550	barcode2550	8
read2551	barcode2551	6
read2552	barcode2552	9
read2553	barcode2553	5
read2554	barcode2554	5
read2555	barcode2555	7
read2556	barcode2556	7
read2557	barcode2557	8
read2558	barcode2558	9
read2559	barcode2559	6
read2560	barcode2560	5
read2561	barcode2561	5
read2562	barcode2562	5
read2563	barcode2563	4
read2564	barcode2564	6
read2565	barcode2565	8
read2566	barcode2566	3
read2567	barcode2567	5
read2568	barcode2568	1
read2569	barcode2569	5
read2570	barcode2570	8
read2571	barcode2571	5
read2572	barcode2572	3
read2573	barcode2573	5
read2574	barcode2574	6
read2575	barcode2575	5
read2576	barcode2576	7
read2577	barcode2577	8
read2578	barcode2578	10
read2579	barcode2579	9
read2580	barcode2580	4
read2581	barcode2581	4
read2582	barcode2582	2
read2583	barcode2583	5
read2584	barcode2584	6
read2585	barcode2585	6
read2586	barcode2586	5
read2587	barcode2587	5
read2588	barcode2588	6
read2589	barcode2589	7
read2590	barcode2590	7
read2591	barcode2591	9
read2592	barcode2592	6
read2593	barcode2593	9
read2594	barcode2594	4
read2595	barcode2595	7
read2596	barcode2596	4
read2597	barcode2597	4
read2598	barcode2598	10
read2599	barcode2599	5
read2600	barcode2600	10
read2601	barcode2601	7
read2602	barcode2602	5
read2603	barcode2603	7
read2604	barcode2604	9
read2605	barcode2605	8
read2606	barcode2606	8
read2607	barcode2607	7
read2608	barcode2608	8
read2609	barcode2609	3
read2610	barcode2610	4
read2611	barcode2611	7
read2612	barcode2612	4
read2613	barcode2613	7
read2614	barcode2614	7
read2615	barcode2615	7
read2616	barcode2616	6
read2617	barcode2617	6
read2618	barcode2618	11
read2619	barcode2619	4
read2620	barcode2620	7
read2621	barcode2621	4
read2622	barcode2622	6
read2623	barcode2623	4
read2624	barcode2624	10
read2625	barcode2625	11
read2626	barcode2626	4
read2627	barcode2627	4
read2628	barcode2628	10
read2629	barcode2629	6
read2630	barcode2630	4
read2631	barcode2631	7
read2632	barcode2632	4
read2633	barcode2633	7
read2634	barcode2634	5
read2635	barcode2635	7
read2636	barcode2636	3
read2637	barcode2637	5
read2638	barcode2638	7
read2639	barcode2639	7
read2640	barcode2640	5
read2641	barcode2641	5
read2642	barcode2642	7
read2643	barcode2643	7
read2644	barcode2644	6
read2645	barcode2645	8
read2646	barcode2646	7
read2647	barcode2647	3
read2648	barcode2648	7
read2649	barcode2649	6
read2650	barcode2650	8
read2651	barcode2651	7
read2652	barcode2652	5
read2653	barcode2653	7
read2654	barcode2654	7
read2655	barcode2655	11
read2656	barcode2656	6
read2657	barcode2657	3
read2658	barcode2658	4
read2659	barcode2659	6
read2660	barcode2660	5
read2661	barcode2661	6
read2662	barcode2662	9
read2663	barcode2663	1
read2664	barcode2664	6
read2665	barcode2665	6
read2666	barcode2666	3
read2667	barcode2667	6
read2668	barcode2668	10
read2669	barcode2669	6
read2670	barcode2670	6
read2671	barcode2671	5
read2672	barcode2672	5
read2673	barcode2673	4
read2674	barcode2674	7
read2675	barcode2675	5
read2676	barcode2676	4
read2677	barcode2677	8
read2678	barcode2678	2
read2679	barcode2679	5
read2680	barcode2680	7
read2681	barcode2681	9
read2682	barcode2682	2
read2683	barcode2683	7
read2684	barcode2684	4
read2685	barcode2685	8
read2686	barcode2686	5
read2687	barcode2687	6
read2688	barcode2688	5
read2689	barcode2689	3
read2690	barcode2690	3
read2691	barcode2691	5
read2692	barcode2692	5
read2693	barcode2693	4
read2694	barcode2694	4
read2695	barcode2695	8
read2696	barcode2696	5
read2697	barcode2697	8
read2698	barcode2698	6
read2699	barcode2699	7
read2700	barcode2700	7
read2701	barcode2701	8
read2702	barcode2702	11
read2703	barcode2703	10
read2704	barcode2704	3
read2705	barcode2705	7
read2706	barcode2706	5
read2707	barcode2707	6
read2708	barcode2708	8
read2709	barcode2709	8
read2710	barcode2710	9
read2711	barcode2711	10
read2712	barcode2712	5
read2713	barcode2713	10
read2714	barcode2714	6
read2715	barcode2715	9
read2716	barcode2716	8
read2717	barcode2717	5
read2718	barcode2718	5
read2719	barcode2719	8
read2720	barcode2720	7
read2721	barcode2721	3
read2722	barcode2722	10
read2723	barcode2723	6
read2724	barcode2724	7
read2725	barcode2725	7
read2726	barcode2726	11
read2727	barcode2727	7
read2728	barcode2728	7
read2729	barcode2729	5
read2730	barcode2730	8
read2731	barcode2731	5
read2732	barcode2732	7
read2733	barcode2733	3
read2734	barcode2734	2
read2735	barcode2735	5
read2736	barcode2736	5
read2737	barcode2737	5
read2738	barcode2738	10
read2739	barcode2739	6
read2740	barcode2740	6
read2741	barcode2741	11
read2742	barcode2742	5
read2743	barcode2743	4
read2744	barcode2744	5
read2745	barcode2745	9
read2746	barcode2746	8
read2747	barcode2747	6
read2748	barcode2748	5
read2749	barcode2749	6
read2750	barcode2750	4
read2751	barcode2751	6
read2752	barcode2752	5
read2753	barcode2753	6
read2754	barcode2754	6
read2755	barcode2755	8
read2756	barcode2756	5
read2757	barcode2757	6
read2758	barcode2758	6
read2759	barcode2759	7
read2760	barcode2760	3
read2761	barcode2761	7
read2762	barcode2762	6
read2763	barcode2763	9
read2764	barcode2764	6
read2765	barcode2765	5
read2766	barcode2766	7
read2767	barcode2767	5
read2768	barcode2768	8
read2769	barcode2769	8
read2770	barcode2770	7
read2771	barcode2771	8
read2772	barcode2772	3
read2773	barcode2773	10
read2774	barcode2774	7
read2775	barcode2775	6
read2776	barcode2776	8
read2777	barcode2777	8
read2778	barcode2778	7
read2779	barcode2779	7
read2780	barcode2780	8
read2781	barcode2781	7
read2782	barcode2782	6
read2783	barcode2783	7
read2784	barcode2784	3
read2785	barcode2785	7
read2786	barcode2786	6
read2787	barcode2787	4
read2788	barcode2788	12
read2789	barcode2789	11
read2790	barcode2790	10
read2791	barcode2791	5
read2792	barcode2792	8
read2793	barcode2793	5
read2794	barcode2794	10
read2795	barcode2795	8
read2796	barcode2796	4
read2797	barcode2797	10
read2798	barcode2798	9
read2799	barcode2799	6
read2800	barcode2800	8
read2801	barcode2801	6
read2802	barcode2802	11
read2803	barcode2803	6
read2804	barcode2804	7
read2805	barcode2805	7
read2806	barcode2806	10
read2807	barcode2807	1
read2808	barcode2808	4
read2809	barcode2809	4
read2810	barcode2810	7
read2811	barcode2811	8
read2812	barcode2812	6
read2813	barcode2813	11
read2814	barcode2814	7
read2815	barcode2815	6
read2816	barcode2816	9
read2817	barcode2817	11
read2818	barcode2818	6
read2819	barcode2819	6
read2820	barcode2820	3
read2821	barcode2821	7
read2822	barcode2822	5
read2823	barcode2823	5
read2824	barcode2824	10
read2825	barcode2825	7
read2826	barcode2826	11
read2827	barcode2827	2
read2828	barcode2828	7
read2829	barcode2829	7
read2830	barcode2830	8
read2831	barcode2831	8
read2832	barcode2832	2
read2833	barcode2833	8
read2834	barcode2834	3
read2835	barcode2835	9
read2836	barcode2836	3
read2837	barcode2837	6
read2838	barcode2838	8
read2839	barcode2839	7
read2840	barcode2840	6
read2841	barcode2841	12
read2842	barcode2842	4
read2843	barcode2843	7
read2844	barcode2844	5
read2845	barcode2845	4
read2846	barcode2846	8
read2847	barcode2847	5
read2848	barcode2848	7
read2849	barcode2849	8
read2850	barcode2850	6
read2851	barcode2851	7
read2852	barcode2852	6
read2853	barcode2853	8
read2854	barcode2854	9
read2855	barcode2855	6
read2856	barcode2856	5
read2857	barcode2857	3
read2858	barcode2858	5
read2859	barcode2859	7
read2860	barcode2860	6
read2861	barcode2861	9
read2862	barcode2862	9
read2863	barcode2863	9
read2864	barcode2864	5
read2865	barcode2865	5
read2866	barcode2866	5
read2867	barcode2867	7
read2868	barcode2868	3
read2869	barcode2869	12
read2870	barcode2870	10
read2871	barcode2871	7
read2872	barcode2872	6
read2873	barcode2873	6
read2874	barcode2874	3
read2875	barcode2875	5
read2876	barcode2876	8
read2877	barcode2877	8
read2878	barcode2878	6
read2879	barcode2879	8
read2880	barcode2880	14
read2881	barcode2881	4
read2882	barcode2882	5
read2883	barcode2883	4
read2884	barcode2884	9
read2885	barcode2885	9
read2886	barcode2886	9
read2887	barcode2887	7
read2888	barcode2888	4
read2889	barcode2889	4
read2890	barcode2890	7
read2891	barcode2891	4
read2892	barcode2892	3
read2893	barcode2893	8
read2894	barcode2894	3
read2895	barcode2895	5
read2896	barcode2896	7
read2897	barcode2897	9
read2898	barcode2898	9
read2899	barcode2899	6
read2900	barcode2900	6
read2901	barcode2901	6
read2902	barcode2902	8
read2903	barcode2903	3
read2904	barcode2904	12
read2905	barcode2905	7
read2906	barcode2906	8
read2907	barcode2907	6
read2908	barcode2908	8
read2909	barcode2909	8
read2910	barcode2910	5
read2911	barcode2911	4
read2912	barcode2912	8
read2913	barcode2913	6
read2914	barcode2914	6
read2915	barcode2915	7
read2916	barcode2916	6
read2917	barcode2917	6
read2918	barcode2918	7
read2919	barcode2919	7
read2920	barcode2920	6
read2921	barcode2921	8
read2922	barcode2922	11
read2923	barcode2923	7
read2924	barcode2924	6
read2925	barcode2925	4
read2926	barcode2926	6
read2927	barcode2927	6
read2928	barcode2928	8
read2929	barcode2929	7
read2930	barcode2930	9
read2931	barcode2931	6
read2932	barcode2932	7
read2933	barcode2933	7
read2934	barcode2934	7
read2935	barcode2935	8
read2936	barcode2936	9
read2937	barcode2937	7
read2938	barcode2938	4
read2939	barcode2939	5
read2940	barcode2940	11
read2941	barcode2941	7
read2942	barcode2942	8
read2943	barcode2943	8
read2944	barcode2944	6
read2945	barcode2945	6
read2946	barcode2946	8
read2947	barcode2947	3
read2948	barcode2948	9
read2949	barcode2949	10
read2950	barcode2950	6
read2951	barcode2951	5
read2952	barcode2952	7
read2953	barcode2953	8
read2954	barcode2954	5
read2955	barcode2955	5
read2956	barcode2956	6
read2957	barcode2957	7
read2958	barcode2958	11
read2959	barcode2959	7
read2960	barcode2960	5
read2961	barcode2961	8
read2962	barcode2962	5
read2963	barcode2963	7
read2964	barcode2964	8
read2965	barcode2965	9
read2966	barcode2966	7
read2967	barcode2967	8
read2968	barcode2968	8
read2969	barcode2969	6
read2970	barcode2970	4
read2971	barcode2971	6
read2972	barcode2972	11
read2973	barcode2973	8
read2974	barcode2974	5
read2975	barcode2975	9
read2976	barcode2976	10
read2977	barcode2977	7
read2978	barcode2978	0
read2979	barcode2979	8
read2980	barcode2980	6
read2981	barcode2981	7
read2982	barcode2982	3
read2983	barcode2983	8
read2984	barcode2984	6
read2985	barcode2985	6
read2986	barcode2986	7
read2987	barcode2987	7
read2988	barcode2988	5
read2989	barcode2989	7
read2990	barcode2990	6
read2991	barcode2991	2
read2992	barcode2992	9
read2993	barcode2993	9
read2994	barcode2994	6
read2995	barcode2995	6
read2996	barcode2996	7
read2997	barcode2997	10
read2998	barcode2998	2
read2999	barcode2999	5
read3000	barcode3000	6
read3001	barcode3001	7
read3002	barcode3002	6
read3003	barcode3003	7
read3004	barcode3004	7
read3005	barcode3005	7
read3006	barcode3006	5
read3007	barcode3007	9
read3008	barcode3008	6
read3009	barcode3009	6
read3010	barcode3010	8
read3011	barcode3011	5
read3012	barcode3012	12
read3013	barcode3013	6
read3014	barcode3014	5
read3015	barcode3015	6
read3016	barcode3016	14
read3017	barcode3017	7
read3018	barcode3018	8
read3019	barcode3019	2
read3020	barcode3020	4
read3021	barcode3021	2
read3022	barcode3022	8
read3023	barcode3023	6
read3024	barcode3024	9
read3025	barcode3025	6
read3026	barcode3026	7
read3027	barcode3027	6
read3028	barcode3028	5
read3029	barcode3029	2
read3030	barcode3030	3
read3031	barcode3031	3
read3032	barcode3032	7
read3033	barcode3033	6
read3034	barcode3034	11
read3035	barcode3035	9
read3036	barcode3036	2
read3037	barcode3037	8
read3038	barcode3038	8
read3039	barcode3039	5
read3040	barcode3040	10
read3041	barcode3041	5
read3042	barcode3042	4
read3043	barcode3043	4
read3044	barcode3044	5
read3045	barcode3045	9
read3046	barcode3046	8
read3047	barcode3047	5
read3048	barcode3048	7
read3049	barcode3049	8
read3050	barcode3050	5
read3051	barcode3051	10
read3052	barcode3052	6
read3053	barcode3053	8
read3054	barcode3054	13
read3055	barcode3055	5
read3056	barcode3056	5
read3057	barcode3057	8
read3058	barcode3058	2
read3059	barcode3059	4
read3060	barcode3060	6
read3061	barcode3061	5
read3062	barcode3062	4
read3063	barcode3063	10
read3064	barcode3064	5
read3065	barcode3065	6
read3066	barcode3066	8
read3067	barcode3067	8
read3068	barcode3068	6
read3069	barcode3069	7
read3070	barcode3070	7
read3071	barcode3071	9
read3072	barcode3072	6
read3073	barcode3073	3
read3074	barcode3074	7
read3075	barcode3075	9
read3076	barcode3076	7
read3077	barcode3077	7
read3078	barcode3078	5
read3079	barcode3079	6
read3080	barcode3080	7
read3081	barcode3081	7
read3082	barcode3082	6
read3083	barcode3083	10
read3084	barcode3084	9
read3085	barcode3085	4
read3086	barcode3086	10
read3087	barcode3087	10
read3088	barcode3088	6
read3089	barcode3089	11
read3090	barcode3090	4
read3091	barcode3091	4
read3092	barcode3092	7
read3093	barcode3093	7
read3094	barcode3094	9
read3095	barcode3095	7
read3096	barcode3096	10
read3097	barcode3097	6
read3098	barcode3098	8
read3099	barcode3099	8
read3100	barcode3100	4
read3101	barcode3101	10
read3102	barcode3102	3
read3103	barcode3103	4
read3104	barcode3104	6
read3105	barcode3105	7
read3106	barcode3106	8
read3107	barcode3107	7
read3108	barcode3108	6
read3109	barcode3109	8
read3110	barcode3110	8
read3111	barcode3111	5
read3112	barcode3112	4
read3113	barcode3113	5
read3114	barcode3114	8
read3115	barcode3115	6
read3116	barcode3116	6
read3117	barcode3117	6
read3118	barcode3118	8
read3119	barcode3119	5
read3120	barcode3120	6
read3121	barcode3121	10
read3122	barcode3122	6
read3123	barcode3123	9
read3124	barcode3124	5
read3125	barcode3125	7
read3126	barcode3126	10
read3127	barcode3127	6
read3128	barcode3128	8
read3129	barcode3129	9
read3130	barcode3130	3
read3131	barcode3131	5
read3132	barcode3132	5
read3133	barcode3133	6
read3134	barcode3134	12
read3135	barcode3135	6
read3136	barcode3136	7
read3137	barcode3137	7
read3138	barcode3138	6
read3139	barcode3139	2
read3140	barcode3140	9
read3141	barcode3141	4
read3142	barcode3142	8
read3143	barcode3143	4
read3144	barcode3144	6
read3145	barcode3145	12
read3146	barcode3146	9
read3147	barcode3147	5
read3148	barcode3148	5
read3149	barcode3149	6
read3150	barcode3150	4
read3151	barcode3151	9
read3152	barcode3152	7
read3153	barcode3153	9
read3154	barcode3154	4
read3155	barcode3155	9
read3156	barcode3156	8
read3157	barcode3157	6
read3158	barcode3158	13
read3159	barcode3159	5
read3160	barcode3160	8
read3161	barcode3161	12
read3162	barcode3162	10
read3163	barcode3163	7
read3164	barcode3164	7
read3165	barcode3165	10
read3166	barcode3166	10
read3167	barcode3167	4
read3168	barcode3168	6
read3169	barcode3169	5
read3170	barcode3170	4
read3171	barcode3171	4
read3172	barcode3172	2
read3173	barcode3173	6
read3174	barcode3174	6
read3175	barcode3175	12
read3176	barcode3176	10
read3177	barcode3177	5
read3178	barcode3178	7
read3179	barcode3179	4
read3180	barcode3180	7
read3181	barcode3181	5
read3182	barcode3182	4
read3183	barcode3183	10
read3184	barcode3184	6
read3185	barcode3185	5
read3186	barcode3186	3
read3187	barcode3187	10
read3188	barcode3188	7
read3189	barcode3189	3
read3190	barcode3190	10
read3191	barcode3191	7
read3192	barcode3192	9
read3193	barcode3193	5
read3194	barcode3194	3
read3195	barcode3195	4
read3196	barcode3196	5
read3197	barcode3197	3
read3198	barcode3198	6
read3199	barcode3199	8
read3200	barcode3200	4
read3201	barcode3201	9
read3202	barcode3202	7
read3203	barcode3203	7
read3204	barcode3204	6
read3205	barcode3205	7
read3206	barcode3206	7
read3207	barcode3207	11
read3208	barcode3208	3
read3209	barcode3209	4
read3210	barcode3210	6
read3211	barcode3211	11
read3212	barcode3212	7
read3213	barcode3213	8
read3214	barcode3214	7
read3215	barcode3215	5
read3216	barcode3216	4
read3217	barcode3217	5
read3218	barcode3218	3
read3219	barcode3219	7
read3220	barcode3220	7
read3221	barcode3221	6
read3222	barcode3222	10
read3223	barcode3223	10
read3224	barcode3224	6
read3225	barcode3225	3
read3226	barcode3226	9
read3227	barcode3227	8
read3228	barcode3228	12
read3229	barcode3229	7
read3230	barcode3230	5
read3231	barcode3231	4
read3232	barcode3232	7
read3233	barcode3233	7
read3234	barcode3234	8
read3235	barcode3235	11
read3236	barcode3236	8
read3237	barcode3237	7
read3238	barcode3238	4
read3239	barcode3239	5
read3240	barcode3240	9
read3241	barcode3241	5
read3242	barcode3242	7
read3243	barcode3243	4
read3244	barcode3244	9
read3245	barcode3245	6
read3246	barcode3246	6
read3247	barcode3247	6
read3248	barcode3248	5
read3249	barcode3249	8
read3250	barcode3250	5
read3251	barcode3251	9
read3252	barcode3252	7
read3253	barcode3253	2
read3254	barcode3254	8
read3255	barcode3255	6
read3256	barcode3256	5
read3257	barcode3257	9
read3258	barcode3258	3
read3259	barcode3259	7
read3260	barcode3260	7
read3261	barcode3261	6
read3262	barcode3262	7
read3263	barcode3263	11
read3264	barcode3264	8
read3265	barcode3265	7
read3266	barcode3266	5
read3267	barcode3267	7
read3268	barcode3268	8
read3269	barcode3269	9
read3270	barcode3270	8
read3271	barcode3271	8
read3272	barcode3272	4
read3273	barcode3273	4
read3274	barcode3274	9
read3275	barcode3275	6
read3276	barcode3276	12
read3277	barcode3277	5
read3278	barcode3278	4
read3279	barcode3279	7
read3280	barcode3280	8
read3281	barcode3281	7
read3282	barcode3282	5
read3283	barcode3283	2
read3284	barcode3284	9
read3285	barcode3285	8
read3286	barcode3286	4
read3287	barcode3287	9
read3288	barcode3288	2
read3289	barcode3289	9
read3290	barcode3290	5
read3291	barcode3291	5
read3292	barcode3292	7
read3293	barcode3293	8
read3294	barcode3294	7
read3295	barcode3295	10
read3296	barcode3296	7
read3297	barcode3297	6
read3298	barcode3298	8
read3299	barcode3299	3
read3300	barcode3300	7
read3301	barcode3301	8
read3302	barcode3302	11
read3303	barcode3303	7
read3304	barcode3304	3
read3305	barcode3305	4
read3306	barcode3306	7
read3307	barcode3307	6
read3308	barcode3308	6
read3309	barcode3309	9
read3310	barcode3310	10
read3311	barcode3311	9
read3312	barcode3312	4
read3313	barcode3313	6
read3314	barcode3314	5
read3315	barcode3315	8
read3316	barcode3316	7
read3317	barcode3317	7
read3318	barcode3318	6
read3319	barcode3319	7
read3320	barcode3320	4
read3321	barcode3321	8
read3322	barcode3322	5
read3323	barcode3323	5
read3324	barcode3324	6
read3325	barcode3325	7
read3326	barcode3326	6
read3327	barcode3327	9
read3328	barcode3328	8
read3329	barcode3329	7
read3330	barcode3330	9
read3331	barcode3331	7
read3332	barcode3332	11
read3333	barcode3333	9
read3334	barcode3334	7
read3335	barcode3335	10
read3336	barcode3336	12
read3337	barcode3337	6
read3338	barcode3338	7
read3339	barcode3339	11
read3340	barcode3340	9
read3341	barcode3341	3
read3342	barcode3342	7
read3343	barcode3343	6
read3344	barcode3344	5
read3345	barcode3345	5
read3346	barcode3346	5
read3347	barcode3347	6
read3348	barcode3348	11
read3349	barcode3349	5
read3350	barcode3350	6
read3351	barcode3351	8
read3352	barcode3352	6
read3353	barcode3353	4
read3354	barcode3354	4
read3355	barcode3355	7
read3356	barcode3356	7
read3357	barcode3357	8
read3358	barcode3358	4
read3359	barcode3359	8
read3360	barcode3360	8
read3361	barcode3361	9
read3362	barcode3362	4
read3363	barcode3363	8
read3364	barcode3364	7
read3365	barcode3365	9
read3366	barcode3366	6
read3367	barcode3367	7
read3368	barcode3368	7
read3369	barcode3369	9
read3370	barcode3370	5
read3371	barcode3371	8
read3372	barcode3372	7
read3373	barcode3373	8
read3374	barcode3374	7
read3375	barcode3375	6
read3376	barcode3376	6
read3377	barcode3377	9
read3378	barcode3378	10
read3379	barcode3379	6
read3380	barcode3380	5
read3381	barcode3381	8
read3382	barcode3382	9
read3383	barcode3383	9
read3384	barcode3384	4
read3385	barcode3385	9
read3386	barcode3386	4
read3387	barcode3387	9
read3388	barcode3388	7
read3389	barcode3389	5
read3390	barcode3390	5
read3391	barcode3391	6
read3392	barcode3392	11
read3393	barcode3393	8
read3394	barcode3394	7
read3395	barcode3395	9
read3396	barcode3396	7
read3397	barcode3397	4
read3398	barcode3398	6
read3399	barcode3399	3
read3400	barcode3400	6
read3401	barcode3401	8
read3402	barcode3402	3
read3403	barcode3403	12
read3404	barcode3404	6
read3405	barcode3405	9
read3406	barcode3406	9
read3407	barcode3407	9
read3408	barcode3408	7
read3409	barcode3409	6
read3410	barcode3410	4
read3411	barcode3411	7
read3412	barcode3412	11
read3413	barcode3413	7
read3414	barcode3414	9
read3415	barcode3415	7
read3416	barcode3416	5
read3417	barcode3417	3
read3418	barcode3418	7
read3419	barcode3419	2
read3420	barcode3420	8
read3421	barcode3421	12
read3422	barcode3422	3
read3423	barcode3423	5
read3424	barcode3424	5
read3425	barcode3425	8
read3426	barcode3426	9
read3427	barcode3427	8
read3428	barcode3428	6
read3429	barcode3429	10
read3430	barcode3430	7
read3431	barcode3431	4
read3432	barcode3432	7
read3433	barcode3433	9
read3434	barcode3434	6
read3435	barcode3435	6
read3436	barcode3436	8
read3437	barcode3437	9
read3438	barcode3438	11
read3439	barcode3439	5
read3440	barcode3440	3
read3441	barcode3441	4
read3442	barcode3442	6
read3443	barcode3443	8
read3444	barcode3444	7
read3445	barcode3445	6
read3446	barcode3446	9
read3447	barcode3447	9
read3448	barcode3448	5
read3449	barcode3449	4
read3450	barcode3450	8
read3451	barcode3451	10
read3452	barcode3452	6
read3453	barcode3453	7
read3454	barcode3454	3
read3455	barcode3455	6
read3456	barcode3456	6
read3457	barcode3457	3
read3458	barcode3458	6
read3459	barcode3459	9
read3460	barcode3460	6
read3461	barcode3461	6
read3462	barcode3462	10
read3463	barcode3463	5
read3464	barcode3464	8
read3465	barcode3465	5
read3466	barcode3466	12
read3467	barcode3467	9
read3468	barcode3468	3
read3469	barcode3469	8
read3470	barcode3470	3
read3471	barcode3471	7
read3472	barcode3472	7
read3473	barcode3473	7
read3474	barcode3474	7
read3475	barcode3475	7
read3476	barcode3476	2
read3477	barcode3477	5
read3478	barcode3478	3
read3479	barcode3479	4
read3480	barcode3480	8
read3481	barcode3481	9
read3482	barcode3482	6
read3483	barcode3483	8
read3484	barcode3484	10
read3485	barcode3485	4
read3486	barcode3486	10
read3487	barcode3487	9
read3488	barcode3488	8
read3489	barcode3489	4
read3490	barcode3490	8
read3491	barcode3491	6
read3492	barcode3492	5
read3493	barcode3493	5
read3494	barcode3494	7
read3495	barcode3495	6
read3496	barcode3496	7
read3497	barcode3497	6
read3498	barcode3498	5
read3499	barcode3499	7
read3500	barcode3500	3
read3501	barcode3501	6
read3502	barcode3502	6
read3503	barcode3503	8
read3504	barcode3504	9
read3505	barcode3505	4
read3506	barcode3506	9
read3507	barcode3507	8
read3508	barcode3508	5
read3509	barcode3509	6
read3510	barcode3510	3
read3511	barcode3511	10
read3512	barcode3512	9
read3513	barcode3513	8
read3514	barcode3514	7
read3515	barcode3515	9
read3516	barcode3516	5
read3517	barcode3517	7
read3518	barcode3518	6
read3519	barcode3519	8
read3520	barcode3520	6
read3521	barcode3521	6
read3522	barcode3522	7
read3523	barcode3523	7
read3524	barcode3524	4
read3525	barcode3525	8
read3526	barcode3526	5
read3527	barcode3527	14
read3528	barcode3528	6
read3529	barcode3529	4
read3530	barcode3530	6
read3531	barcode3531	9
read3532	barcode3532	7
read3533	barcode3533	8
read3534	barcode3534	7
read3535	barcode3535	6
read3536	barcode3536	8
read3537	barcode3537	6
read3538	barcode3538	5
read3539	barcode3539	6
read3540	barcode3540	9
read3541	barcode3541	7
read3542	barcode3542	8
read3543	barcode3543	4
read3544	barcode3544	5
read3545	barcode3545	3
read3546	barcode3546	8
read3547	barcode3547	5
read3548	barcode3548	7
read3549	barcode3549	7
read3550	barcode3550	6
read3551	barcode3551	7
read3552	barcode3552	3
read3553	barcode3553	6
read3554	barcode3554	6
read3555	barcode3555	7
read3556	barcode3556	4
read3557	barcode3557	6
read3558	barcode3558	8
read3559	barcode3559	8
read3560	barcode3560	6
read3561	barcode3561	9
read3562	barcode3562	13
read3563	barcode3563	5
read3564	barcode3564	6
read3565	barcode3565	10
read3566	barcode3566	6
read3567	barcode3567	6
read3568	barcode3568	8
read3569	barcode3569	4
read3570	barcode3570	7
read3571	barcode3571	8
read3572	barcode3572	9
read3573	barcode3573	11
read3574	barcode3574	6
read3575	barcode3575	5
read3576	barcode3576	5
read3577	barcode3577	9
read3578	barcode3578	5
read3579	barcode3579	6
read3580	barcode3580	4
read3581	barcode3581	7
read3582	barcode3582	7
read3583	barcode3583	1
read3584	barcode3584	5
read3585	barcode3585	8
read3586	barcode3586	7
read3587	barcode3587	6
read3588	barcode3588	7
read3589	barcode3589	7
read3590	barcode3590	6
read3591	barcode3591	9
read3592	barcode3592	4
read3593	barcode3593	5
read3594	barcode3594	10
read3595	barcode3595	9
read3596	barcode3596	8
read3597	barcode3597	10
read3598	barcode3598	8
read3599	barcode3599	4
read3600	barcode3600	4
read3601	barcode3601	6
read3602	barcode3602	6
read3603	barcode3603	7
read3604	barcode3604	6
read3605	barcode3605	8
read3606	barcode3606	5
read3607	barcode3607	11
read3608	barcode3608	5
read3609	barcode3609	4
read3610	barcode3610	7
read3611	barcode3611	7
read3612	barcode3612	7
read3613	barcode3613	3
read3614	barcode3614	12
read3615	barcode3615	6
read3616	barcode3616	4
read3617	barcode3617	7
read3618	barcode3618	7
read3619	barcode3619	9
read3620	barcode3620	5
read3621	barcode3621	6
read3622	barcode3622	9
read3623	barcode3623	5
read3624	barcode3624	4
read3625	barcode3625	7
read3626	barcode3626	8
read3627	barcode3627	5
read3628	barcode3628	4
read3629	barcode3629	12
read3630	barcode3630	7
read3631	barcode3631	10
read3632	barcode3632	4
read3633	barcode3633	2
read3634	barcode3634	2
read3635	barcode3635	9
read3636	barcode3636	7
read3637	barcode3637	12
read3638	barcode3638	6
read3639	barcode3639	6
read3640	barcode3640	10
read3641	barcode3641	3
read3642	barcode3642	8
read3643	barcode3643	5
read3644	barcode3644	5
read3645	barcode3645	6
read3646	barcode3646	5
read3647	barcode3647	8
read3648	barcode3648	6
read3649	barcode3649	5
read3650	barcode3650	3
read3651	barcode3651	5
read3652	barcode3652	4
read3653	barcode3653	6
read3654	barcode3654	4
read3655	barcode3655	12
read3656	barcode3656	5
read3657	barcode3657	7
read3658	barcode3658	11
read3659	barcode3659	9
read3660	barcode3660	7
read3661	barcode3661	5
read3662	barcode3662	8
read3663	barcode3663	2
read3664	barcode3664	6
read3665	barcode3665	6
read3666	barcode3666	4
read3667	barcode3667	9
read3668	barcode3668	7
read3669	barcode3669	7
read3670	barcode3670	7
read3671	barcode3671	9
read3672	barcode3672	12
read3673	barcode3673	4
read3674	barcode3674	5
read3675	barcode3675	6
read3676	barcode3676	5
read3677	barcode3677	4
read3678	barcode3678	9
read3679	barcode3679	9
read3680	barcode3680	6
read3681	barcode3681	6
read3682	barcode3682	6
read3683	barcode3683	3
read3684	barcode3684	5
read3685	barcode3685	6
read3686	barcode3686	9
read3687	barcode3687	7
read3688	barcode3688	6
read3689	barcode3689	7
read3690	barcode3690	5
read3691	barcode3691	7
read3692	barcode3692	6
read3693	barcode3693	1
read3694	barcode3694	5
read3695	barcode3695	8
read3696	barcode3696	8
read3697	barcode3697	8
read3698	barcode3698	10
read3699	barcode3699	3
read3700	barcode3700	4
read3701	barcode3701	7
read3702	barcode3702	5
read3703	barcode3703	5
read3704	barcode3704	5
read3705	barcode3705	10
read3706	barcode3706	10
read3707	barcode3707	8
read3708	barcode3708	11
read3709	barcode3709	6
read3710	barcode3710	6
read3711	barcode3711	8
read3712	barcode3712	10
