read	barcode	distance
read13776	barcode13776	6
read13777	barcode13777	4
read13778	barcode13778	7
read13779	barcode13779	7
read13780	barcode13780	5
read13781	barcode13781	6
read13782	barcode13782	5
read13783	barcode13783	3
read13784	barcode13784	4
read13785	barcode13785	4
read13786	barcode13786	5
read13787	barcode13787	9
read13788	barcode13788	7
read13789	barcode13789	8
read13790	barcode13790	7
read13791	barcode13791	4
read13792	barcode13792	6
read13793	barcode13793	5
read13794	barcode13794	12
read13795	barcode13795	11
read13796	barcode13796	6
read13797	barcode13797	8
read13798	barcode13798	9
read13799	barcode13799	8
read13800	barcode13800	4
read13801	barcode13801	6
read13802	barcode13802	12
read13803	barcode13803	8
read13804	barcode13804	7
read13805	barcode13805	5
read13806	barcode13806	6
read13807	barcode13807	6
read13808	barcode13808	6
read13809	barcode13809	11
read13810	barcode13810	5
read13811	barcode13811	7
read13812	barcode13812	4
read13813	barcode13813	4
read13814	barcode13814	8
read13815	barcode13815	10
read13816	barcode13816	9
read13817	barcode13817	2
read13818	barcode13818	3
read13819	barcode13819	9
read13820	barcode13820	9
read13821	barcode13821	8
read13822	barcode13822	9
read13823	barcode13823	7
read13824	barcode13824	9
read13825	barcode13825	5
read13826	barcode13826	4
read13827	barcode13827	7
read13828	barcode13828	6
read13829	barcode13829	6
read13830	barcode13830	6
read13831	barcode13831	6
read13832	barcode13832	6
read13833	barcode13833	3
read13834	barcode13834	6
read13835	barcode13835	6
read13836	barcode13836	9
read13837	barcode13837	8
read13838	barcode13838	6
read13839	barcode13839	5
read13840	barcode13840	10
read13841	barcode13841	7
read13842	barcode13842	8
read13843	barcode13843	8
read13844	barcode13844	8
read13845	barcode13845	8
read13846	barcode13846	5
read13847	barcode13847	6
read13848	barcode13848	6
read13849	barcode13849	3
read13850	barcode13850	6
read13851	barcode13851	8
read13852	barcode13852	4
read13853	barcode13853	3
read13854	barcode13854	12
read13855	barcode13855	11
read13856	barcode13856	5
read13857	barcode13857	9
read13858	barcode13858	6
read13859	barcode13859	7
read13860	barcode13860	9
read13861	barcode13861	7
read13862	barcode13862	9
read13863	barcode13863	8
read13864	barcode13864	6
read13865	barcode13865	6
read13866	barcode13866	11
read13867	barcode13867	5
read13868	barcode13868	9
read13869	barcode13869	5
read13870	barcode13870	9
read13871	barcode13871	7
read13872	barcode13872	6
read13873	barcode13873	8
read13874	barcode13874	7
read13875	barcode13875	2
read13876	barcode13876	7
read13877	barcode13877	5
read13878	barcode13878	6
read13879	barcode13879	12
read13880	barcode13880	8
read13881	barcode13881	7
read13882	barcode13882	8
read13883	barcode13883	4
read13884	barcode13884	5
read13885	barcode13885	6
read13886	barcode13886	5
read13887	barcode13887	8
read13888	barcode13888	8
read13889	barcode13889	7
read13890	barcode13890	7
read13891	barcode13891	5
read13892	barcode13892	9
read13893	barcode13893	7
read13894	barcode13894	9
read13895	barcode13895	9
read13896	barcode13896	5
read13897	barcode13897	8
read13898	barcode13898	6
read13899	barcode13899	8
read13900	barcode13900	4
read13901	barcode13901	8
read13902	barcode13902	5
read13903	barcode13903	6
read13904	barcode13904	6
read13905	barcode13905	5
read13906	barcode13906	5
read13907	barcode13907	9
read13908	barcode13908	6
read13909	barcode13909	4
read13910	barcode13910	6
read13911	barcode13911	6
read13912	barcode13912	9
read13913	barcode13913	10
read13914	barcode13914	5
read13915	barcode13915	11
read13916	barcode13916	7
read13917	barcode13917	9
read13918	barcode13918	7
read13919	barcode13919	6
read13920	barcode13920	9
read13921	barcode13921	7
read13922	barcode13922	4
read13923	barcode13923	6
read13924	barcode13924	11
read13925	barcode13925	5
read13926	barcode13926	10
read13927	barcode13927	7
read13928	barcode13928	8
read13929	barcode13929	9
read13930	barcode13930	8
read13931	barcode13931	8
read13932	barcode13932	10
read13933	barcode13933	7
read13934	barcode13934	7
read13935	barcode13935	5
read13936	barcode13936	8
read13937	barcode13937	11
read13938	barcode13938	7
read13939	barcode13939	3
read13940	barcode13940	7
read13941	barcode13941	7
read13942	barcode13942	5
read13943	barcode13943	5
read13944	barcode13944	6
read13945	barcode13945	8
read13946	barcode13946	8
read13947	barcode13947	4
read13948	barcode13948	8
read13949	barcode13949	4
read13950	barcode13950	7
read13951	barcode13951	9
read13952	barcode13952	7
read13953	barcode13953	5
read13954	barcode13954	6
read13955	barcode13955	4
read13956	barcode13956	5
read13957	barcode13957	6
read13958	barcode13958	7
read13959	barcode13959	4
read13960	barcode13960	2
read13961	barcode13961	6
read13962	barcode13962	8
read13963	barcode13963	7
read13964	barcode13964	7
read13965	barcode13965	2
read13966	barcode13966	8
read13967	barcode13967	7
read13968	barcode13968	10
read13969	barcode13969	10
read13970	barcode13970	11
read13971	barcode13971	7
read13972	barcode13972	8
read13973	barcode13973	7
read13974	barcode13974	5
read13975	barcode13975	4
read13976	barcode13976	6
read13977	barcode13977	4
read13978	barcode13978	2
read13979	barcode13979	3
read13980	barcode13980	6
read13981	barcode13981	6
read13982	barcode13982	7
read13983	barcode13983	5
read13984	barcode13984	6
read13985	barcode13985	5
read13986	barcode13986	6
read13987	barcode13987	9
read13988	barcode13988	6
read13989	barcode13989	7
read13990	barcode13990	9
read13991	barcode13991	2
read13992	barcode13992	9
read13993	barcode13993	7
read13994	barcode13994	5
read13995	barcode13995	9
read13996	barcode13996	4
read13997	barcode13997	5
read13998	barcode13998	5
read13999	barcode13999	9
read14000	barcode14000	8
read14001	barcode14001	9
read14002	barcode14002	6
read14003	barcode14003	6
read14004	barcode14004	6
read14005	barcode14005	6
read14006	barcode14006	4
read14007	barcode14007	7
read14008	barcode14008	5
read14009	barcode14009	5
read14010	barcode14010	6
read14011	barcode14011	9
read14012	barcode14012	4
read14013	barcode14013	5
read14014	barcode14014	10
read14015	barcode14015	6
read14016	barcode14016	9
read14017	barcode14017	4
read14018	barcode14018	5
read14019	barcode14019	8
read14020	barcode14020	6
read14021	barcode14021	5
read14022	barcode14022	7
read14023	barcode14023	8
read14024	barcode14024	5
read14025	barcode14025	9
read14026	barcode14026	9
read14027	barcode14027	7
read14028	barcode14028	2
read14029	barcode14029	7
read14030	barcode14030	9
read14031	barcode14031	2
read14032	barcode14032	5
read14033	barcode14033	6
read14034	barcode14034	9
read14035	barcode14035	6
read14036	barcode14036	6
read14037	barcode14037	8
read14038	barcode14038	8
read14039	barcode14039	8
read14040	barcode14040	6
read14041	barcode14041	7
read14042	barcode14042	7
read14043	barcode14043	9
read14044	barcode14044	5
read14045	barcode14045	6
read14046	barcode14046	8
read14047	barcode14047	3
read14048	barcode14048	7
read14049	barcode14049	9
read14050	barcode14050	5
read14051	barcode14051	2
read14052	barcode14052	3
read14053	barcode14053	5
read14054	barcode14054	5
read14055	barcode14055	11
read14056	barcode14056	8
read14057	barcode14057	6
read14058	barcode14058	8
read14059	barcode14059	4
read14060	barcode14060	5
read14061	barcode14061	8
read14062	barcode14062	5
read14063	barcode14063	9
read14064	barcode14064	9
read14065	barcode14065	4
read14066	barcode14066	7
read14067	barcode14067	5
read14068	barcode14068	9
read14069	barcode14069	7
read14070	barcode14070	4
read14071	barcode14071	9
read14072	barcode14072	7
read14073	barcode14073	8
read14074	barcode14074	10
read14075	barcode14075	9
read14076	barcode14076	7
read14077	barcode14077	8
read14078	barcode14078	8
read14079	barcode14079	11
read14080	barcode14080	8
read14081	barcode14081	6
read14082	barcode14082	1
read14083	barcode14083	6
read14084	barcode14084	6
read14085	barcode14085	6
read14086	barcode14086	6
read14087	barcode14087	8
read14088	barcode14088	7
read14089	barcode14089	8
read14090	barcode14090	8
read14091	barcode14091	8
read14092	barcode14092	7
read14093	barcode14093	8
read14094	barcode14094	12
read14095	barcode14095	7
read14096	barcode14096	5
read14097	barcode14097	8
read14098	barcode14098	6
read14099	barcode14099	3
read14100	barcode14100	8
read14101	barcode14101	9
read14102	barcode14102	5
read14103	barcode14103	3
read14104	barcode14104	5
read14105	barcode14105	10
read14106	barcode14106	8
read14107	barcode14107	5
read14108	barcode14108	4
read14109	barcode14109	2
read14110	barcode14110	10
read14111	barcode14111	7
read14112	barcode14112	10
read14113	barcode14113	6
read14114	barcode14114	5
read14115	barcode14115	5
read14116	barcode14116	2
read14117	barcode14117	4
read14118	barcode14118	7
read14119	barcode14119	9
read14120	barcode14120	10
read14121	barcode14121	5
read14122	barcode14122	5
read14123	barcode14123	6
read14124	barcode14124	10
read14125	barcode14125	11
read14126	barcode14126	8
read14127	barcode14127	6
read14128	barcode14128	7
read14129	barcode14129	5
read14130	barcode14130	4
read14131	barcode14131	7
read14132	barcode14132	5
read14133	barcode14133	9
read14134	barcode14134	7
read14135	barcode14135	5
read14136	barcode14136	13
read14137	barcode14137	4
read14138	barcode14138	7
read14139	barcode14139	7
read14140	barcode14140	9
read14141	barcode14141	6
read14142	barcode14142	6
read14143	barcode14143	5
read14144	barcode14144	8
read14145	barcode14145	5
read14146	barcode14146	6
read14147	barcode14147	4
read14148	barcode14148	3
read14149	barcode14149	8
read14150	barcode14150	7
read14151	barcode14151	5
read14152	barcode14152	6
read14153	barcode14153	7
read14154	barcode14154	5
read14155	barcode14155	3
read14156	barcode14156	7
read14157	barcode14157	9
read14158	barcode14158	9
read14159	barcode14159	5
read14160	barcode14160	11
read14161	barcode14161	10
read14162	barcode14162	9
read14163	barcode14163	6
read14164	barcode14164	5
read14165	barcode14165	9
read14166	barcode14166	7
read14167	barcode14167	4
read14168	barcode14168	5
read14169	barcode14169	6
read14170	barcode14170	7
read14171	barcode14171	9
read14172	barcode14172	7
read14173	barcode14173	8
read14174	barcode14174	6
read14175	barcode14175	6
read14176	barcode14176	7
read14177	barcode14177	10
read14178	barcode14178	6
read14179	barcode14179	6
read14180	barcode14180	6
read14181	barcode14181	7
read14182	barcode14182	4
read14183	barcode14183	6
read14184	barcode14184	6
read14185	barcode14185	4
read14186	barcode14186	7
read14187	barcode14187	9
read14188	barcode14188	2
read14189	barcode14189	4
read14190	barcode14190	8
read14191	barcode14191	6
read14192	barcode14192	8
read14193	barcode14193	7
read14194	barcode14194	6
read14195	barcode14195	6
read14196	barcode14196	5
read14197	barcode14197	5
read14198	barcode14198	7
read14199	barcode14199	2
read14200	barcode14200	1
read14201	barcode14201	3
read14202	barcode14202	5
read14203	barcode14203	9
read14204	barcode14204	8
read14205	barcode14205	7
read14206	barcode14206	5
read14207	barcode14207	8
read14208	barcode14208	7
read14209	barcode14209	5
read14210	barcode14210	5
read14211	barcode14211	6
read14212	barcode14212	4
read14213	barcode14213	9
read14214	barcode14214	8
read14215	barcode14215	8
read14216	barcode14216	10
read14217	barcode14217	5
read14218	barcode14218	6
read14219	barcode14219	4
read14220	barcode14220	5
read14221	barcode14221	8
read14222	barcode14222	5
read14223	barcode14223	9
read14224	barcode14224	4
read14225	barcode14225	9
read14226	barcode14226	4
read14227	barcode14227	5
read14228	barcode14228	5
read14229	barcode14229	6
read14230	barcode14230	4
read14231	barcode14231	6
read14232	barcode14232	6
read14233	barcode14233	7
read14234	barcode14234	5
read14235	barcode14235	7
read14236	barcode14236	6
read14237	barcode14237	4
read14238	barcode14238	6
read14239	barcode14239	6
read14240	barcode14240	4
read14241	barcode14241	11
read14242	barcode14242	8
read14243	barcode14243	7
read14244	barcode14244	6
read14245	barcode14245	10
read14246	barcode14246	7
read14247	barcode14247	5
read14248	barcode14248	7
read14249	barcode14249	7
read14250	barcode14250	11
read14251	barcode14251	5
read14252	barcode14252	7
read14253	barcode14253	5
read14254	barcode14254	10
read14255	barcode14255	5
read14256	barcode14256	12
read14257	barcode14257	6
read14258	barcode14258	9
read14259	barcode14259	6
read14260	barcode14260	3
read14261	barcode14261	6
read14262	barcode14262	5
read14263	barcode14263	7
read14264	barcode14264	6
read14265	barcode14265	8
read14266	barcode14266	9
read14267	barcode14267	6
read14268	barcode14268	7
read14269	barcode14269	7
read14270	barcode14270	5
read14271	barcode14271	9
read14272	barcode14272	7
read14273	barcode14273	10
read14274	barcode14274	9
read14275	barcode14275	10
read14276	barcode14276	7
read14277	barcode14277	10
read14278	barcode14278	5
read14279	barcode14279	6
read14280	barcode14280	6
read14281	barcode14281	9
read14282	barcode14282	8
read14283	barcode14283	6
read14284	barcode14284	3
read14285	barcode14285	6
read14286	barcode14286	6
read14287	barcode14287	3
read14288	barcode14288	4
read14289	barcode14289	6
read14290	barcode14290	7
read14291	barcode14291	5
read14292	barcode14292	1
read14293	barcode14293	7
read14294	barcode14294	12
read14295	barcode14295	9
read14296	barcode14296	9
read14297	barcode14297	8
read14298	barcode14298	4
read14299	barcode14299	9
read14300	barcode14300	9
read14301	barcode14301	7
read14302	barcode14302	3
read14303	barcode14303	3
read14304	barcode14304	10
read14305	barcode14305	9
read14306	barcode14306	6
read14307	barcode14307	5
read14308	barcode14308	7
read14309	barcode14309	6
read14310	barcode14310	7
read14311	barcode14311	8
read14312	barcode14312	5
read14313	barcode14313	4
read14314	barcode14314	5
read14315	barcode14315	9
read14316	barcode14316	11
read14317	barcode14317	4
read14318	barcode14318	6
read14319	barcode14319	7
read14320	barcode14320	10
read14321	barcode14321	10
read14322	barcode14322	10
read14323	barcode14323	9
read14324	barcode14324	4
read14325	barcode14325	5
read14326	barcode14326	6
read14327	barcode14327	6
read14328	barcode14328	8
read14329	barcode14329	6
read14330	barcode14330	10
read14331	barcode14331	9
read14332	barcode14332	6
read14333	barcode14333	7
read14334	barcode14334	7
read14335	barcode14335	9
read14336	barcode14336	4
read14337	barcode14337	4
read14338	barcode14338	9
read14339	barcode14339	3
read14340	barcode14340	4
read14341	barcode14341	6
read14342	barcode14342	9
read14343	barcode14343	7
read14344	barcode14344	5
read14345	barcode14345	5
read14346	barcode14346	10
read14347	barcode14347	2
read14348	barcode14348	10
read14349	barcode14349	12
read14350	barcode14350	8
read14351	barcode14351	8
read14352	barcode14352	6
read14353	barcode14353	7
read14354	barcode14354	12
read14355	barcode14355	9
read14356	barcode14356	7
read14357	barcode14357	9
read14358	barcode14358	7
read14359	barcode14359	10
read14360	barcode14360	4
read14361	barcode14361	7
read14362	barcode14362	8
read14363	barcode14363	6
read14364	barcode14364	4
read14365	barcode14365	7
read14366	barcode14366	7
read14367	barcode14367	3
read14368	barcode14368	10
read14369	barcode14369	7
read14370	barcode14370	9
read14371	barcode14371	8
read14372	barcode14372	9
read14373	barcode14373	4
read14374	barcode14374	8
read14375	barcode14375	11
read14376	barcode14376	6
read14377	barcode14377	9
read14378	barcode14378	8
read14379	barcode14379	5
read14380	barcode14380	9
read14381	barcode14381	4
read14382	barcode14382	9
read14383	barcode14383	6
read14384	barcode14384	6
read14385	barcode14385	6
read14386	barcode14386	7
read14387	barcode14387	9
read14388	barcode14388	6
read14389	barcode14389	4
read14390	barcode14390	2
read14391	barcode14391	5
read14392	barcode14392	7
read14393	barcode14393	7
read14394	barcode14394	4
read14395	barcode14395	5
read14396	barcode14396	6
read14397	barcode14397	6
read14398	barcode14398	7
read14399	barcode14399	10
read14400	barcode14400	6
read14401	barcode14401	4
read14402	barcode14402	10
read14403	barcode14403	6
read14404	barcode14404	5
read14405	barcode14405	6
read14406	barcode14406	6
read14407	barcode14407	10
read14408	barcode14408	10
read14409	barcode14409	9
read14410	barcode14410	4
read14411	barcode14411	8
read14412	barcode14412	6
read14413	barcode14413	5
read14414	barcode14414	6
read14415	barcode14415	6
read14416	barcode14416	1
read14417	barcode14417	11
read14418	barcode14418	5
read14419	barcode14419	5
read14420	barcode14420	5
read14421	barcode14421	6
read14422	barcode14422	7
read14423	barcode14423	9
read14424	barcode14424	6
read14425	barcode14425	1
read14426	barcode14426	4
read14427	barcode14427	9
read14428	barcode14428	4
read14429	barcode14429	6
read14430	barcode14430	7
read14431	barcode14431	5
read14432	barcode14432	8
read14433	barcode14433	7
read14434	barcode14434	6
read14435	barcode14435	3
read14436	barcode14436	8
read14437	barcode14437	5
read14438	barcode14438	5
read14439	barcode14439	3
read14440	barcode14440	10
read14441	barcode14441	4
read14442	barcode14442	7
read14443	barcode14443	6
read14444	barcode14444	6
read14445	barcode14445	9
read14446	barcode14446	4
read14447	barcode14447	7
read14448	barcode14448	8
read14449	barcode14449	6
read14450	barcode14450	7
read14451	barcode14451	6
read14452	barcode14452	7
read14453	barcode14453	6
read14454	barcode14454	6
read14455	barcode14455	8
read14456	barcode14456	9
read14457	barcode14457	4
read14458	barcode14458	5
read14459	barcode14459	7
read14460	barcode14460	10
read14461	barcode14461	2
read14462	barcode14462	5
read14463	barcode14463	6
read14464	barcode14464	6
read14465	barcode14465	4
read14466	barcode14466	4
read14467	barcode14467	2
read14468	barcode14468	5
read14469	barcode14469	11
read14470	barcode14470	10
read14471	barcode14471	5
read14472	barcode14472	8
read14473	barcode14473	8
read14474	barcode14474	7
read14475	barcode14475	5
read14476	barcode14476	6
read14477	barcode14477	3
read14478	barcode14478	6
read14479	barcode14479	8
read14480	barcode14480	6
read14481	barcode14481	1
read14482	barcode14482	8
read14483	barcode14483	6
read14484	barcode14484	6
read14485	barcode14485	6
read14486	barcode14486	5
read14487	barcode14487	2
read14488	barcode14488	6
read14489	barcode14489	4
read14490	barcode14490	7
read14491	barcode14491	8
read14492	barcode14492	5
read14493	barcode14493	9
read14494	barcode14494	9
read14495	barcode14495	5
read14496	barcode14496	6
read14497	barcode14497	8
read14498	barcode14498	7
read14499	barcode14499	4
read14500	barcode14500	8
read14501	barcode14501	7
read14502	barcode14502	7
read14503	barcode14503	6
read14504	barcode14504	8
read14505	barcode14505	6
read14506	barcode14506	6
read14507	barcode14507	7
read14508	barcode14508	6
read14509	barcode14509	5
read14510	barcode14510	3
read14511	barcode14511	10
read14512	barcode14512	4
read14513	barcode14513	8
read14514	barcode14514	5
read14515	barcode14515	7
read14516	barcode14516	9
read14517	barcode14517	5
read14518	barcode14518	11
read14519	barcode14519	6
read14520	barcode14520	5
read14521	barcode14521	7
read14522	barcode14522	7
read14523	barcode14523	3
read14524	barcode14524	5
read14525	barcode14525	9
read14526	barcode14526	7
read14527	barcode14527	9
read14528	barcode14528	6
read14529	barcode14529	9
read14530	barcode14530	5
read14531	barcode14531	6
read14532	barcode14532	8
read14533	barcode14533	8
read14534	barcode14534	9
read14535	barcode14535	4
read14536	barcode14536	1
read14537	barcode14537	10
read14538	barcode14538	8
read14539	barcode14539	8
read14540	barcode14540	6
read14541	barcode14541	6
read14542	barcode14542	6
read14543	barcode14543	5
read14544	barcode14544	5
read14545	barcode14545	5
read14546	barcode14546	9
read14547	barcode14547	5
read14548	barcode14548	3
read14549	barcode14549	8
read14550	barcode14550	9
read14551	barcode14551	5
read14552	barcode14552	4
read14553	barcode14553	6
read14554	barcode14554	6
read14555	barcode14555	9
read14556	barcode14556	5
read14557	barcode14557	6
read14558	barcode14558	4
read14559	barcode14559	6
read14560	barcode14560	8
read14561	barcode14561	9
read14562	barcode14562	9
read14563	barcode14563	6
read14564	barcode14564	4
read14565	barcode14565	7
read14566	barcode14566	5
read14567	barcode14567	3
read14568	barcode14568	7
read14569	barcode14569	9
read14570	barcode14570	8
read14571	barcode14571	11
read14572	barcode14572	5
read14573	barcode14573	4
read14574	barcode14574	8
read14575	barcode14575	7
read14576	barcode14576	5
read14577	barcode14577	6
read14578	barcode14578	6
read14579	barcode14579	5
read14580	barcode14580	6
read14581	barcode14581	5
read14582	barcode14582	7
read14583	barcode14583	9
read14584	barcode14584	5
read14585	barcode14585	9
read14586	barcode14586	6
read14587	barcode14587	4
read14588	barcode14588	5
read14589	barcode14589	5
read14590	barcode14590	4
read14591	barcode14591	5
read14592	barcode14592	8
read14593	barcode14593	8
read14594	barcode14594	5
read14595	barcode14595	5
read14596	barcode14596	3
read14597	barcode14597	3
read14598	barcode14598	7
read14599	barcode14599	5
read14600	barcode14600	11
read14601	barcode14601	8
read14602	barcode14602	9
read14603	barcode14603	6
read14604	barcode14604	9
read14605	barcode14605	6
read14606	barcode14606	8
read14607	barcode14607	5
read14608	barcode14608	5
read14609	barcode14609	5
read14610	barcode14610	6
read14611	barcode14611	4
read14612	barcode14612	1
read14613	barcode14613	5
read14614	barcode14614	7
read14615	barcode14615	5
read14616	barcode14616	5
read14617	barcode14617	7
read14618	barcode14618	6
read14619	barcode14619	6
read14620	barcode14620	6
read14621	barcode14621	7
read14622	barcode14622	8
read14623	barcode14623	4
read14624	barcode14624	9
read14625	barcode14625	9
read14626	barcode14626	7
read14627	barcode14627	5
read14628	barcode14628	8
read14629	barcode14629	4
read14630	barcode14630	4
read14631	barcode14631	7
read14632	barcode14632	11
read14633	barcode14633	6
read14634	barcode14634	6
read14635	barcode14635	5
read14636	barcode14636	5
read14637	barcode14637	7
read14638	barcode14638	3
read14639	barcode14639	6
read14640	barcode14640	6
read14641	barcode14641	8
read14642	barcode14642	8
read14643	barcode14643	6
read14644	barcode14644	8
read14645	barcode14645	3
read14646	barcode14646	5
read14647	barcode14647	10
read14648	barcode14648	10
read14649	barcode14649	6
read14650	barcode14650	3
read14651	barcode14651	3
read14652	barcode14652	2
read14653	barcode14653	9
read14654	barcode14654	9
read14655	barcode14655	5
read14656	barcode14656	9
read14657	barcode14657	5
read14658	barcode14658	6
read14659	barcode14659	8
read14660	barcode14660	4
read14661	barcode14661	9
read14662	barcode14662	8
read14663	barcode14663	5
read14664	barcode14664	7
read14665	barcode14665	4
read14666	barcode14666	5
read14667	barcode14667	7
read14668	barcode14668	7
read14669	barcode14669	5
read14670	barcode14670	8
read14671	barcode14671	1
read14672	barcode14672	8
read14673	barcode14673	5
read14674	barcode14674	5
read14675	barcode14675	8
read14676	barcode14676	7
read14677	barcode14677	10
read14678	barcode14678	11
read14679	barcode14679	8
read14680	barcode14680	6
read14681	barcode14681	10
read14682	barcode14682	5
read14683	barcode14683	6
read14684	barcode14684	6
read14685	barcode14685	0
read14686	barcode14686	5
read14687	barcode14687	6
read14688	barcode14688	8
read14689	barcode14689	6
read14690	barcode14690	7
read14691	barcode14691	6
read14692	barcode14692	6
read14693	barcode14693	7
read14694	barcode14694	2
read14695	barcode14695	10
read14696	barcode14696	7
read14697	barcode14697	10
read14698	barcode14698	2
read14699	barcode14699	7
read14700	barcode14700	6
read14701	barcode14701	5
read14702	barcode14702	8
read14703	barcode14703	4
read14704	barcode14704	10
read14705	barcode14705	13
read14706	barcode14706	9
read14707	barcode14707	10
read14708	barcode14708	8
read14709	barcode14709	8
read14710	barcode14710	10
read14711	barcode14711	5
read14712	barcode14712	9
read14713	barcode14713	4
read14714	barcode14714	7
read14715	barcode14715	4
read14716	barcode14716	6
read14717	barcode14717	8
read14718	barcode14718	7
read14719	barcode14719	8
read14720	barcode14720	3
read14721	barcode14721	3
read14722	barcode14722	8
read14723	barcode14723	7
read14724	barcode14724	8
read14725	barcode14725	9
read14726	barcode14726	11
read14727	barcode14727	7
read14728	barcode14728	6
read14729	barcode14729	9
read14730	barcode14730	6
read14731	barcode14731	11
read14732	barcode14732	6
read14733	barcode14733	5
read14734	barcode14734	4
read14735	barcode14735	6
read14736	barcode14736	5
read14737	barcode14737	5
read14738	barcode14738	7
read14739	barcode14739	4
read14740	barcode14740	5
read14741	barcode14741	5
read14742	barcode14742	6
read14743	barcode14743	7
read14744	barcode14744	3
read14745	barcode14745	7
read14746	barcode14746	5
read14747	barcode14747	6
read14748	barcode14748	6
read14749	barcode14749	6
read14750	barcode14750	7
read14751	barcode14751	5
read14752	barcode14752	5
read14753	barcode14753	4
read14754	barcode14754	5
read14755	barcode14755	5
read14756	barcode14756	5
read14757	barcode14757	9
read14758	barcode14758	7
read14759	barcode14759	11
read14760	barcode14760	5
read14761	barcode14761	7
read14762	barcode14762	6
read14763	barcode14763	3
read14764	barcode14764	9
read14765	barcode14765	6
read14766	barcode14766	1
read14767	barcode14767	3
read14768	barcode14768	6
read14769	barcode14769	8
read14770	barcode14770	8
read14771	barcode14771	9
read14772	barcode14772	0
read14773	barcode14773	4
read14774	barcode14774	8
read14775	barcode14775	8
read14776	barcode14776	7
read14777	barcode14777	8
read14778	barcode14778	8
read14779	barcode14779	4
read14780	barcode14780	9
read14781	barcode14781	5
read14782	barcode14782	13
read14783	barcode14783	6
read14784	barcode14784	4
read14785	barcode14785	4
read14786	barcode14786	6
read14787	barcode14787	5
read14788	barcode14788	10
read14789	barcode14789	7
read14790	barcode14790	6
read14791	barcode14791	6
read14792	barcode14792	5
read14793	barcode14793	10
read14794	barcode14794	5
read14795	barcode14795	7
read14796	barcode14796	7
read14797	barcode14797	6
read14798	barcode14798	4
read14799	barcode14799	7
read14800	barcode14800	9
read14801	barcode14801	8
read14802	barcode14802	9
read14803	barcode14803	8
read14804	barcode14804	5
read14805	barcode14805	8
read14806	barcode14806	3
read14807	barcode14807	7
read14808	barcode14808	6
read14809	barcode14809	6
read14810	barcode14810	4
read14811	barcode14811	6
read14812	barcode14812	7
read14813	barcode14813	4
read14814	barcode14814	12
read14815	barcode14815	8
read14816	barcode14816	6
read14817	barcode14817	7
read14818	barcode14818	8
read14819	barcode14819	6
read14820	barcode14820	6
read14821	barcode14821	7
read14822	barcode14822	5
read14823	barcode14823	7
read14824	barcode14824	2
read14825	barcode14825	8
read14826	barcode14826	8
read14827	barcode14827	8
read14828	barcode14828	2
read14829	barcode14829	10
read14830	barcode14830	3
read14831	barcode14831	5
read14832	barcode14832	9
read14833	barcode14833	6
read14834	barcode14834	7
read14835	barcode14835	6
read14836	barcode14836	3
read14837	barcode14837	6
read14838	barcode14838	9
read14839	barcode14839	12
read14840	barcode14840	4
read14841	barcode14841	10
read14842	barcode14842	7
read14843	barcode14843	7
read14844	barcode14844	10
read14845	barcode14845	8
read14846	barcode14846	7
read14847	barcode14847	11
read14848	barcode14848	9
read14849	barcode14849	4
read14850	barcode14850	7
read14851	barcode14851	13
read14852	barcode14852	3
read14853	barcode14853	5
read14854	barcode14854	7
read14855	barcode14855	8
read14856	barcode14856	9
read14857	barcode14857	3
read14858	barcode14858	5
read14859	barcode14859	6
read14860	barcode14860	6
read14861	barcode14861	5
read14862	barcode14862	8
read14863	barcode14863	10
read14864	barcode14864	6
read14865	barcode14865	3
read14866	barcode14866	7
read14867	barcode14867	7
read14868	barcode14868	2
read14869	barcode14869	7
read14870	barcode14870	10
read14871	barcode14871	7
read14872	barcode14872	6
read14873	barcode14873	10
read14874	barcode14874	7
read14875	barcode14875	4
read14876	barcode14876	3
read14877	barcode14877	7
read14878	barcode14878	5
read14879	barcode14879	6
read14880	barcode14880	8
read14881	barcode14881	9
read14882	barcode14882	6
read14883	barcode14883	4
read14884	barcode14884	5
read14885	barcode14885	6
read14886	barcode14886	5
read14887	barcode14887	6
read14888	barcode14888	8
read14889	barcode14889	8
read14890	barcode14890	7
read14891	barcode14891	7
read14892	barcode14892	9
read14893	barcode14893	6
read14894	barcode14894	4
read14895	barcode14895	5
read14896	barcode14896	9
read14897	barcode14897	10
read14898	barcode14898	7
read14899	barcode14899	5
read14900	barcode14900	6
read14901	barcode14901	6
read14902	barcode14902	8
read14903	barcode14903	4
read14904	barcode14904	10
read14905	barcode14905	6
read14906	barcode14906	6
read14907	barcode14907	4
read14908	barcode14908	9
read14909	barcode14909	5
read14910	barcode14910	7
read14911	barcode14911	6
read14912	barcode14912	4
read14913	barcode14913	4
read14914	barcode14914	9
read14915	barcode14915	5
read14916	barcode14916	3
read14917	barcode14917	8
read14918	barcode14918	6
read14919	barcode14919	3
read14920	barcode14920	5
read14921	barcode14921	5
read14922	barcode14922	6
read14923	barcode14923	8
read14924	barcode14924	8
read14925	barcode14925	7
read14926	barcode14926	4
read14927	barcode14927	6
read14928	barcode14928	7
read14929	barcode14929	3
read14930	barcode14930	4
read14931	barcode14931	10
read14932	barcode14932	9
read14933	barcode14933	4
read14934	barcode14934	5
read14935	barcode14935	9
read14936	barcode14936	1
read14937	barcode14937	8
read14938	barcode14938	6
read14939	barcode14939	6
read14940	barcode14940	8
